,Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,MARCTagCondition3,Condition3Values,MARCTagCondition4,RDA Registry URI,RDA Registry Label, ,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized)
926,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,u,Affiliation (NR),,,$e,filmmaker,,,,,,http://rdaregistry.info/Elements/w/P10063,has filmmaker agent,structured description,,,,
927,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,u,Affiliation (NR),,,$4,fmk,,,,,,http://rdaregistry.info/Elements/w/P10063,has filmmaker agent,structured description,,,,
928,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,b,Numeration (NR),,,$e,filmmaker,,,,,,http://rdaregistry.info/Elements/w/P10497,has filmmaker collective agent,structured description,,,,
929,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,c,Titles and other words associated with a name (R),,,$e,filmmaker,,,,,,http://rdaregistry.info/Elements/w/P10497,has filmmaker collective agent,structured description,,,,
930,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,d,Dates associated with a name (NR),,,$e,filmmaker,,,,,,http://rdaregistry.info/Elements/w/P10497,has filmmaker collective agent,structured description,,,,
931,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,g,Miscellaneous information (R),,,$e,filmmaker,,,,,,http://rdaregistry.info/Elements/w/P10497,has filmmaker collective agent,structured description,,,,
932,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,q,Fuller form of name (NR),,,$e,filmmaker,,,,,,http://rdaregistry.info/Elements/w/P10497,has filmmaker collective agent,structured description,,,,
933,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,u,Affiliation (NR),,,$e,filmmaker,,,,,,http://rdaregistry.info/Elements/w/P10497,has filmmaker collective agent,structured description,,,,
934,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,b,Numeration (NR),,,$e,filmmaker,,,,,,http://rdaregistry.info/Elements/w/P10591,has filmmaker family,structured description,,,,
935,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,c,Titles and other words associated with a name (R),,,$e,filmmaker,,,,,,http://rdaregistry.info/Elements/w/P10591,has filmmaker family,structured description,,,,
936,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,d,Dates associated with a name (NR),,,$e,filmmaker,,,,,,http://rdaregistry.info/Elements/w/P10591,has filmmaker family,structured description,,,,
937,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,g,Miscellaneous information (R),,,$e,filmmaker,,,,,,http://rdaregistry.info/Elements/w/P10591,has filmmaker family,structured description,,,,
938,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,q,Fuller form of name (NR),,,$e,filmmaker,,,,,,http://rdaregistry.info/Elements/w/P10591,has filmmaker family,structured description,,,,
939,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,u,Affiliation (NR),,,$e,filmmaker,,,,,,http://rdaregistry.info/Elements/w/P10591,has filmmaker family,structured description,,,,
940,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,0,Forename,Undefined,*,,,,b,Numeration (NR),,,$e,filmmaker,,,,,,http://rdaregistry.info/Elements/w/P10450,has filmmaker person,structured description,,,,
941,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,0,Forename,Undefined,*,,,,c,Titles and other words associated with a name (R),,,$e,filmmaker,,,,,,http://rdaregistry.info/Elements/w/P10450,has filmmaker person,structured description,,,,
942,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,0,Forename,Undefined,*,,,,d,Dates associated with a name (NR),,,$e,filmmaker,,,,,,http://rdaregistry.info/Elements/w/P10450,has filmmaker person,structured description,,,,
943,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,0,Forename,Undefined,*,,,,g,Miscellaneous information (R),,,,,,,,,,http://rdaregistry.info/Elements/w/P10450,has filmmaker person,structured description,,,,
944,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,0,Forename,Undefined,*,,,,q,Fuller form of name (NR),,,$e,filmmaker,,,,,,http://rdaregistry.info/Elements/w/P10450,has filmmaker person,structured description,,,,
945,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,0,Forename,Undefined,*,,,,u,Affiliation (NR),,,$e,filmmaker,,,,,,http://rdaregistry.info/Elements/w/P10450,has filmmaker person,structured description,,,,
946,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,1,Surname,Undefined,*,,,,a,Personal name (NR),,,$e,filmmaker,,,,,,http://rdaregistry.info/Elements/w/P10450,has filmmaker person,structured description,,,,
947,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,1,Surname,Undefined,*,,,,b,Numeration (NR),,,$e,filmmaker,,,,,,http://rdaregistry.info/Elements/w/P10450,has filmmaker person,structured description,,,,
948,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,1,Surname,Undefined,*,,,,c,Titles and other words associated with a name (R),,,$e,filmmaker,,,,,,http://rdaregistry.info/Elements/w/P10450,has filmmaker person,structured description,,,,
949,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,1,Surname,Undefined,*,,,,d,Dates associated with a name (NR),,,$e,filmmaker,,,,,,http://rdaregistry.info/Elements/w/P10450,has filmmaker person,structured description,,,,
950,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,1,Surname,Undefined,*,,,,g,Miscellaneous information (R),,,,,,,,,,http://rdaregistry.info/Elements/w/P10450,has filmmaker person,structured description,,,,
951,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,1,Surname,Undefined,*,,,,q,Fuller form of name (NR),,,$e,filmmaker,,,,,,http://rdaregistry.info/Elements/w/P10450,has filmmaker person,structured description,,,,
952,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,1,Surname,Undefined,*,,,,u,Affiliation (NR),,,$e,filmmaker,,,,,,http://rdaregistry.info/Elements/w/P10450,has filmmaker person,structured description,,,,
953,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,a,Personal name (NR),,, , ,,,,,,http://rdaregistry.info/Elements/w/P10059,has interviewee agent of work,structured description,,,,
954,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,b,Numeration (NR),,,$e,interviewee,,,,,,http://rdaregistry.info/Elements/w/P10059,has interviewee agent of work,structured description,,,,
955,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,c,Titles and other words associated with a name (R),,,$e,interviewee,,,,,,http://rdaregistry.info/Elements/w/P10059,has interviewee agent of work,structured description,,,,
956,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,d,Dates associated with a name (NR),,,$e,interviewee,,,,,,http://rdaregistry.info/Elements/w/P10059,has interviewee agent of work,structured description,,,,
957,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,g,Miscellaneous information (R),,,$e,interviewee,,,,,,http://rdaregistry.info/Elements/w/P10059,has interviewee agent of work,structured description,,,,
958,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,q,Fuller form of name (NR),,,$e,interviewee,,,,,,http://rdaregistry.info/Elements/w/P10059,has interviewee agent of work,structured description,,,,
959,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,u,Affiliation (NR),,,$e,interviewee,,,,,,http://rdaregistry.info/Elements/w/P10059,has interviewee agent of work,structured description,,,,
960,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,b,Numeration (NR),,,$e,interviewee,,,,,,http://rdaregistry.info/Elements/w/P10494,has interviewee collective agent of work,structured description,,,,
961,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,c,Titles and other words associated with a name (R),,,$e,interviewee,,,,,,http://rdaregistry.info/Elements/w/P10494,has interviewee collective agent of work,structured description,,,,
962,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,d,Dates associated with a name (NR),,,$e,interviewee,,,,,,http://rdaregistry.info/Elements/w/P10494,has interviewee collective agent of work,structured description,,,,
963,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,g,Miscellaneous information (R),,,,,,,,,,http://rdaregistry.info/Elements/w/P10494,has interviewee collective agent of work,structured description,,,,
964,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,q,Fuller form of name (NR),,,$e,interviewee,,,,,,http://rdaregistry.info/Elements/w/P10494,has interviewee collective agent of work,structured description,,,,
965,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,u,Affiliation (NR),,,,,,,,,,http://rdaregistry.info/Elements/w/P10494,has interviewee collective agent of work,structured description,,,,
966,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,b,Numeration (NR),,,$e,interviewee,,,,,,http://rdaregistry.info/Elements/w/P10588,has interviewee family of work,structured description,,,,
967,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,c,Titles and other words associated with a name (R),,,$e,interviewee,,,,,,http://rdaregistry.info/Elements/w/P10588,has interviewee family of work,structured description,,,,
968,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,d,Dates associated with a name (NR),,,$e,interviewee,,,,,,http://rdaregistry.info/Elements/w/P10588,has interviewee family of work,structured description,,,,
969,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,g,Miscellaneous information (R),,,,,,,,,,http://rdaregistry.info/Elements/w/P10588,has interviewee family of work,structured description,,,,
970,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,q,Fuller form of name (NR),,,$e,interviewee,,,,,,http://rdaregistry.info/Elements/w/P10588,has interviewee family of work,structured description,,,,
971,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,u,Affiliation (NR),,,,,,,,,,http://rdaregistry.info/Elements/w/P10588,has interviewee family of work,structured description,,,,
972,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,0,Forename,Undefined,*,,,,b,Numeration (NR),,,$e,interviewee,,,,,,http://rdaregistry.info/Elements/w/P10447,has interviewee person of work,structured description,,,,
973,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,0,Forename,Undefined,*,,,,c,Titles and other words associated with a name (R),,,$e,interviewee,,,,,,http://rdaregistry.info/Elements/w/P10447,has interviewee person of work,structured description,,,,
974,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,0,Forename,Undefined,*,,,,d,Dates associated with a name (NR),,,$e,interviewee,,,,,,http://rdaregistry.info/Elements/w/P10447,has interviewee person of work,structured description,,,,
975,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,0,Forename,Undefined,*,,,,g,Miscellaneous information (R),,,,,,,,,,http://rdaregistry.info/Elements/w/P10447,has interviewee person of work,structured description,,,,
976,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,0,Forename,Undefined,*,,,,q,Fuller form of name (NR),,,$e,interviewee,,,,,,http://rdaregistry.info/Elements/w/P10447,has interviewee person of work,structured description,,,,
977,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,0,Forename,Undefined,*,,,,u,Affiliation (NR),,,$e,interviewee,,,,,,http://rdaregistry.info/Elements/w/P10447,has interviewee person of work,structured description,,,,
978,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,1,Surname,Undefined,*,,,,b,Numeration (NR),,,$e,interviewee,,,,,,http://rdaregistry.info/Elements/w/P10447,has interviewee person of work,structured description,,,,
979,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,1,Surname,Undefined,*,,,,c,Titles and other words associated with a name (R),,,$e,interviewee,,,,,,http://rdaregistry.info/Elements/w/P10447,has interviewee person of work,structured description,,,,
980,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,1,Surname,Undefined,*,,,,d,Dates associated with a name (NR),,,$e,interviewee,,,,,,http://rdaregistry.info/Elements/w/P10447,has interviewee person of work,structured description,,,,
981,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,1,Surname,Undefined,*,,,,g,Miscellaneous information (R),,,,,,,,,,http://rdaregistry.info/Elements/w/P10447,has interviewee person of work,structured description,,,,
982,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,1,Surname,Undefined,*,,,,q,Fuller form of name (NR),,,$e,interviewee,,,,,,http://rdaregistry.info/Elements/w/P10447,has interviewee person of work,structured description,,,,
983,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,1,Surname,Undefined,*,,,,u,Affiliation (NR),,,$e,interviewee,,,,,,http://rdaregistry.info/Elements/w/P10447,has interviewee person of work,structured description,,,,
984,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,b,Numeration (NR),,,$e,interviewer,,,,,,http://rdaregistry.info/Elements/w/P10057,has interviewer agent of work,structured description,,,,
985,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,b,Numeration (NR),,,$4,ivr,,,,,,http://rdaregistry.info/Elements/w/P10057,has interviewer agent of work,structured description,,,,
986,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,c,Titles and other words associated with a name (R),,,$e,interviewer,,,,,,http://rdaregistry.info/Elements/w/P10057,has interviewer agent of work,structured description,,,,
987,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,c,Titles and other words associated with a name (R),,,$4,ivr,,,,,,http://rdaregistry.info/Elements/w/P10057,has interviewer agent of work,structured description,,,,
988,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,d,Dates associated with a name (NR),,,$e,interviewer,,,,,,http://rdaregistry.info/Elements/w/P10057,has interviewer agent of work,structured description,,,,
989,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,d,Dates associated with a name (NR),,,$4,ivr,,,,,,http://rdaregistry.info/Elements/w/P10057,has interviewer agent of work,structured description,,,,
990,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,g,Miscellaneous information (R),,,$e,interviewer,,,,,,http://rdaregistry.info/Elements/w/P10057,has interviewer agent of work,structured description,,,,
991,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,g,Miscellaneous information (R),,,$4,ivr,,,,,,http://rdaregistry.info/Elements/w/P10057,has interviewer agent of work,structured description,,,,
992,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,q,Fuller form of name (NR),,,$e,interviewer,,,,,,http://rdaregistry.info/Elements/w/P10057,has interviewer agent of work,structured description,,,,
993,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,q,Fuller form of name (NR),,,$4,ivr,,,,,,http://rdaregistry.info/Elements/w/P10057,has interviewer agent of work,structured description,,,,
994,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,u,Affiliation (NR),,,$e,interviewer,,,,,,http://rdaregistry.info/Elements/w/P10057,has interviewer agent of work,structured description,,,,
995,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,u,Affiliation (NR),,,$4,ivr,,,,,,http://rdaregistry.info/Elements/w/P10057,has interviewer agent of work,structured description,,,,
996,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,b,Numeration (NR),,,$e,interviewer,,,,,,http://rdaregistry.info/Elements/w/P10493,has interviewer collective agent of work,structured description,,,,
997,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,c,Titles and other words associated with a name (R),,,$e,interviewer,,,,,,http://rdaregistry.info/Elements/w/P10493,has interviewer collective agent of work,structured description,,,,
998,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,d,Dates associated with a name (NR),,,$e,interviewer,,,,,,http://rdaregistry.info/Elements/w/P10493,has interviewer collective agent of work,structured description,,,,
999,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,g,Miscellaneous information (R),,,,,,,,,,http://rdaregistry.info/Elements/w/P10493,has interviewer collective agent of work,structured description,,,,
1000,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,q,Fuller form of name (NR),,,$e,interviewer,,,,,,http://rdaregistry.info/Elements/w/P10493,has interviewer collective agent of work,structured description,,,,
1001,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,u,Affiliation (NR),,,$e,interviewer,,,,,,http://rdaregistry.info/Elements/w/P10493,has interviewer collective agent of work,structured description,,,,
1002,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,b,Numeration (NR),,,$e	interviewer,,,,,,,http://rdaregistry.info/Elements/w/P10587,has interviewer family of work,structured description,,,,
1003,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,c,Titles and other words associated with a name (R),,,$e,interviewer,,,,,,http://rdaregistry.info/Elements/w/P10587,has interviewer family of work,structured description,,,,
1004,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,d,Dates associated with a name (NR),,,$e,interviewer,,,,,,http://rdaregistry.info/Elements/w/P10587,has interviewer family of work,structured description,,,,
1005,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,g,Miscellaneous information (R),,,,,,,,,,http://rdaregistry.info/Elements/w/P10587,has interviewer family of work,structured description,,,,
1006,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,q,Fuller form of name (NR),,,$e,interviewer,,,,,,http://rdaregistry.info/Elements/w/P10587,has interviewer family of work,structured description,,,,
1007,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,u,Affiliation (NR),,,$e,interviewer,,,,,,http://rdaregistry.info/Elements/w/P10587,has interviewer family of work,structured description,,,,
1008,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,0,Forename,Undefined,*,,,,b,Numeration (NR),,,$e,interviewer,,,,,,http://rdaregistry.info/Elements/w/P10446,has interviewer person of work,structured description,,,,
1009,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,0,Forename,Undefined,*,,,,c,Titles and other words associated with a name (R),,,$e,interviewer,,,,,,http://rdaregistry.info/Elements/w/P10446,has interviewer person of work,structured description,,,,
1010,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,0,Forename,Undefined,*,,,,d,Dates associated with a name (NR),,,$e,interviewer,,,,,,http://rdaregistry.info/Elements/w/P10446,has interviewer person of work,structured description,,,,
1011,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,0,Forename,Undefined,*,,,,g,Miscellaneous information (R),,,,,,,,,,http://rdaregistry.info/Elements/w/P10446,has interviewer person of work,structured description,,,,
1012,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,0,Forename,Undefined,*,,,,q,Fuller form of name (NR),,,$e,interviewer,,,,,,http://rdaregistry.info/Elements/w/P10446,has interviewer person of work,structured description,,,,
1013,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,0,Forename,Undefined,*,,,,u,Affiliation (NR),,,$e,interviewer,,,,,,http://rdaregistry.info/Elements/w/P10446,has interviewer person of work,structured description,,,,
1014,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,1,Surname,Undefined,*,,,,b,Numeration (NR),,,$e,interviewer,,,,,,http://rdaregistry.info/Elements/w/P10446,has interviewer person of work,structured description,,,,
1015,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,1,Surname,Undefined,*,,,,c,Titles and other words associated with a name (R),,,$e,interviewer,,,,,,http://rdaregistry.info/Elements/w/P10446,has interviewer person of work,structured description,,,,
1016,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,1,Surname,Undefined,*,,,,d,Dates associated with a name (NR),,,$e,interviewer,,,,,,http://rdaregistry.info/Elements/w/P10446,has interviewer person of work,structured description,,,,
1017,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,1,Surname,Undefined,*,,,,g,Miscellaneous information (R),,,,,,,,,,http://rdaregistry.info/Elements/w/P10446,has interviewer person of work,structured description,,,,
1018,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,1,Surname,Undefined,*,,,,q,Fuller form of name (NR),,,$e,interviewer,,,,,,http://rdaregistry.info/Elements/w/P10446,has interviewer person of work,structured description,,,,
1019,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,1,Surname,Undefined,*,,,,u,Affiliation (NR),,,$e,interviewer,,,,,,http://rdaregistry.info/Elements/w/P10446,has interviewer person of work,structured description,,,,
1020,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,b,Numeration (NR),,,$e,inventor,,,,,,http://rdaregistry.info/Elements/w/P10054,has inventor agent,structured description,,,,
1021,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,b,Numeration (NR),,,$4,inv,,,,,,http://rdaregistry.info/Elements/w/P10054,has inventor agent,structured description,,,,
1022,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,c,Titles and other words associated with a name (R),,,$e,inventor,,,,,,http://rdaregistry.info/Elements/w/P10054,has inventor agent,structured description,,,,
1023,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,c,Titles and other words associated with a name (R),,,$4,inv,,,,,,http://rdaregistry.info/Elements/w/P10054,has inventor agent,structured description,,,,
1024,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,d,Dates associated with a name (NR),,,$e,inventor,,,,,,http://rdaregistry.info/Elements/w/P10054,has inventor agent,structured description,,,,
1025,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,d,Dates associated with a name (NR),,,$4,inv,,,,,,http://rdaregistry.info/Elements/w/P10054,has inventor agent,structured description,,,,
1026,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,g,Miscellaneous information (R),,,$e,inventor,,,,,,http://rdaregistry.info/Elements/w/P10054,has inventor agent,structured description,,,,
1027,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,g,Miscellaneous information (R),,,$4,inv,,,,,,http://rdaregistry.info/Elements/w/P10054,has inventor agent,structured description,,,,
1028,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,q,Fuller form of name (NR),,,$e,inventor,,,,,,http://rdaregistry.info/Elements/w/P10054,has inventor agent,structured description,,,,
1029,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,q,Fuller form of name (NR),,,$4,inv,,,,,,http://rdaregistry.info/Elements/w/P10054,has inventor agent,structured description,,,,
1030,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,u,Affiliation (NR),,,$e,inventor,,,,,,http://rdaregistry.info/Elements/w/P10054,has inventor agent,structured description,,,,
1031,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,u,Affiliation (NR),,,$4,inv,,,,,,http://rdaregistry.info/Elements/w/P10054,has inventor agent,structured description,,,,
1032,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,b,Numeration (NR),,,$e,inventor,,,,,,http://rdaregistry.info/Elements/w/P10490,has inventor collective agent,structured description,,,,
1033,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,c,Titles and other words associated with a name (R),,,$e,inventor,,,,,,http://rdaregistry.info/Elements/w/P10490,has inventor collective agent,structured description,,,,
1034,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,d,Dates associated with a name (NR),,,$e,inventor,,,,,,http://rdaregistry.info/Elements/w/P10490,has inventor collective agent,structured description,,,,
1035,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,g,Miscellaneous information (R),,,$e,inventor,,,,,,http://rdaregistry.info/Elements/w/P10490,has inventor collective agent,structured description,,,,
1036,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,q,Fuller form of name (NR),,,$e,inventor,,,,,,http://rdaregistry.info/Elements/w/P10490,has inventor collective agent,structured description,,,,
1037,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,u,Affiliation (NR),,,$e,inventor,,,,,,http://rdaregistry.info/Elements/w/P10490,has inventor collective agent,structured description,,,,
