Status	MARCField	MARCFieldLabel	MARCInd1Label	MARCInd1Value	MARCInd1ValueLabel	MARCInd2Label	MARCInd2Value	MARCInd2ValueLabel	CharacterPosition	CharacterPositionLabel	MARCSubfield	MARCSubfieldLabel	CodeValue	CodeValueLabel	MARCTagCondition1	Condition1Values	MARCTagCondition2	Condition2Values	RDA Registry URI	RDA Registry Label	Recording Method	Justification for Mapping	Transformation Notes	Problems with Mapping	Notes (Uncategorized)																											
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				director corporate body|has director corporate body			http://rdaregistry.info/Elements/w/P10549	has director corporate body																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				issuing corporate body|has issuing corporate body			http://rdaregistry.info/Elements/w/P10550	has issuing corporate body																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				organizer corporate body|has organizer corporate body			http://rdaregistry.info/Elements/w/P10551	has organizer corporate body																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				consultant corporate body|has consultant corporate body			http://rdaregistry.info/Elements/w/P10552	has consultant corporate body																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				sponsoring collective agent of work|has sponsoring collective agent of work			http://rdaregistry.info/Elements/w/P10604	has sponsoring collective agent of work																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				sponsoring corporate body of work|has sponsoring corporate body of work			http://rdaregistry.info/Elements/w/P10605	has sponsoring corporate body of work																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				video screenplay work|has video screenplay work			http://rdaregistry.info/Elements/w/P10164	has video screenplay work																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				transformation by audience of|is transformation by audience of			http://rdaregistry.info/Elements/w/P10384	is transformation by audience of																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				"editorial director collective agent""|has editorial director collective agent"""			http://rdaregistry.info/Elements/w/P10464	"has editorial director collective agent"""																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				conductor agent|has conductor agent			http://rdaregistry.info/Elements/e/P20011	has conductor agent																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				actor agent|has actor agent			http://rdaregistry.info/Elements/e/P20012	has actor agent																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				onscreen presenter agent|has onscreen presenter agent			http://rdaregistry.info/Elements/e/P20013	has onscreen presenter agent																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				dancer agent|has dancer agent			http://rdaregistry.info/Elements/e/P20014	has dancer agent																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				instructor agent|has instructor agent			http://rdaregistry.info/Elements/e/P20015	has instructor agent																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				host agent|has host agent			http://rdaregistry.info/Elements/e/P20016	has host agent																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				moderator agent|has moderator agent			http://rdaregistry.info/Elements/e/P20017	has moderator agent																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				puppeteer agent|has puppeteer agent			http://rdaregistry.info/Elements/e/P20018	has puppeteer agent																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				panelist agent|has panelist agent			http://rdaregistry.info/Elements/e/P20019	has panelist agent																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				instrumentalist agent|has instrumentalist agent			http://rdaregistry.info/Elements/e/P20020	has instrumentalist agent																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				commentator agent|has commentator agent			http://rdaregistry.info/Elements/e/P20021	has commentator agent																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				narrator agent|has narrator agent			http://rdaregistry.info/Elements/e/P20022	has narrator agent																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				storyteller agent|has storyteller agent			http://rdaregistry.info/Elements/e/P20023	has storyteller agent																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				speaker agent|has speaker agent			http://rdaregistry.info/Elements/e/P20024	has speaker agent																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				singer agent|has singer agent			http://rdaregistry.info/Elements/e/P20025	has singer agent																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				animator agent|has animator agent			http://rdaregistry.info/Elements/e/P20028	has animator agent																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				arranger agent of music|has arranger agent of music			http://rdaregistry.info/Elements/e/P20029	has arranger agent of music																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				stage director agent|has stage director agent			http://rdaregistry.info/Elements/e/P20031	has stage director agent																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				interviewer agent of expression|has interviewer agent of expression			http://rdaregistry.info/Elements/e/P20032	has interviewer agent of expression																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				draftsman agent|has draftsman agent			http://rdaregistry.info/Elements/e/P20033	has draftsman agent																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				transcriber agent|has transcriber agent			http://rdaregistry.info/Elements/e/P20034	has transcriber agent																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				musical director agent|has musical director agent			http://rdaregistry.info/Elements/e/P20035	has musical director agent																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				costume designer agent|has costume designer agent			http://rdaregistry.info/Elements/e/P20036	has costume designer agent																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				translator agent|has translator agent			http://rdaregistry.info/Elements/e/P20037	has translator agent																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				art director agent|has art director agent			http://rdaregistry.info/Elements/e/P20038	has art director agent																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				performer agent|has performer agent			http://rdaregistry.info/Elements/e/P20039	has performer agent																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				court reporter agent|has court reporter agent			http://rdaregistry.info/Elements/e/P20040	has court reporter agent																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				interviewee agent of expression|has interviewee agent of expression			http://rdaregistry.info/Elements/e/P20047	has interviewee agent of expression																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				abridger agent|has abridger agent			http://rdaregistry.info/Elements/e/P20049	has abridger agent																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				recording engineer agent|has recording engineer agent			http://rdaregistry.info/Elements/e/P20050	has recording engineer agent																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				recordist agent|has recordist agent			http://rdaregistry.info/Elements/e/P20052	has recordist agent																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				creator agent of expression|has creator agent of expression			http://rdaregistry.info/Elements/e/P20053	has creator agent of expression																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				presenter agent|has presenter agent			http://rdaregistry.info/Elements/e/P20054	has presenter agent																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				editor agent of moving image work|has editor agent of moving image work			http://rdaregistry.info/Elements/e/P20055	has editor agent of moving image work																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				production designer agent|has production designer agent			http://rdaregistry.info/Elements/e/P20056	has production designer agent																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				minute taker agent|has minute taker agent			http://rdaregistry.info/Elements/e/P20058	has minute taker agent																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				adapted as radio program expression|is adapted as radio program expression			http://rdaregistry.info/Elements/e/P20060	is adapted as radio program expression																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				adapted as television program expression|is adapted as television program expression			http://rdaregistry.info/Elements/e/P20066	is adapted as television program expression																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				adapted as video expression|is adapted as video expression			http://rdaregistry.info/Elements/e/P20067	is adapted as video expression																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				voice actor agent|has voice actor agent			http://rdaregistry.info/Elements/e/P20070	has voice actor agent																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				dramatized as expression|is dramatized as expression			http://rdaregistry.info/Elements/e/P20073	is dramatized as expression																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				part of expression|is part of expression			http://rdaregistry.info/Elements/e/P20074	is part of expression																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				adapted in verse as expression|is adapted in verse as expression			http://rdaregistry.info/Elements/e/P20077	is adapted in verse as expression																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				dubbed version of|is dubbed version of			http://rdaregistry.info/Elements/e/P20078	is dubbed version of																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				dubbed version|has dubbed version			http://rdaregistry.info/Elements/e/P20079	has dubbed version																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				cadenza expression|has cadenza expression			http://rdaregistry.info/Elements/e/P20080	has cadenza expression																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				variations based on expression|is variations based on expression			http://rdaregistry.info/Elements/e/P20081	is variations based on expression																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				modified by variation as expression|is modified by variation as expression			http://rdaregistry.info/Elements/e/P20082	is modified by variation as expression																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				cadenza composed for expression|is cadenza composed for expression			http://rdaregistry.info/Elements/e/P20083	is cadenza composed for expression																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				libretto for expression|is libretto for expression			http://rdaregistry.info/Elements/e/P20084	is libretto for expression																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				incidental music expression|has incidental music expression			http://rdaregistry.info/Elements/e/P20085	has incidental music expression																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				remade as expression|is remade as expression			http://rdaregistry.info/Elements/e/P20086	is remade as expression																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				set to music as expression|is set to music as expression			http://rdaregistry.info/Elements/e/P20087	is set to music as expression																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				adapted as novel expression|is adapted as novel expression			http://rdaregistry.info/Elements/e/P20088	is adapted as novel expression																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				appendix to expression|is appendix to expression			http://rdaregistry.info/Elements/e/P20089	is appendix to expression																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				abstracted in expression|is abstracted in expression			http://rdaregistry.info/Elements/e/P20090	is abstracted in expression																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				indexed in expression|is indexed in expression			http://rdaregistry.info/Elements/e/P20091	is indexed in expression																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				adapted as choreography expression|is adapted as choreography expression			http://rdaregistry.info/Elements/e/P20092	is adapted as choreography expression																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				errata expression|has errata expression			http://rdaregistry.info/Elements/e/P20093	has errata expression																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				illustrations expression|has illustrations expression			http://rdaregistry.info/Elements/e/P20094	has illustrations expression																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				adapted as motion picture screenplay expression|is adapted as motion picture screenplay expression			http://rdaregistry.info/Elements/e/P20095	is adapted as motion picture screenplay expression																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				adapted as screenplay expression|is adapted as screenplay expression			http://rdaregistry.info/Elements/e/P20096	is adapted as screenplay expression																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				adapted as television screenplay expression|is adapted as television screenplay expression			http://rdaregistry.info/Elements/e/P20097	is adapted as television screenplay expression																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				adapted as video screenplay expression|is adapted as video screenplay expression			http://rdaregistry.info/Elements/e/P20098	is adapted as video screenplay expression																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				adapted as radio script expression|is adapted as radio script expression			http://rdaregistry.info/Elements/e/P20099	is adapted as radio script expression																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				complemented by expression|is complemented by expression			http://rdaregistry.info/Elements/e/P20100	is complemented by expression																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				screenplay for expression|is screenplay for expression			http://rdaregistry.info/Elements/e/P20102	is screenplay for expression																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				incidental music for expression|is incidental music for expression			http://rdaregistry.info/Elements/e/P20103	is incidental music for expression																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				abstracted as expression|is abstracted as expression			http://rdaregistry.info/Elements/e/P20104	is abstracted as expression																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				augmented by expression|is augmented by expression			http://rdaregistry.info/Elements/e/P20105	is augmented by expression																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				summarized as expression|is summarized as expression			http://rdaregistry.info/Elements/e/P20106	is summarized as expression																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				catalogue expression|has catalogue expression			http://rdaregistry.info/Elements/e/P20107	has catalogue expression																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				concordance expression|has concordance expression			http://rdaregistry.info/Elements/e/P20108	has concordance expression																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				addenda expression|has addenda expression			http://rdaregistry.info/Elements/e/P20109	has addenda expression																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				adapted as libretto expression|is adapted as libretto expression			http://rdaregistry.info/Elements/e/P20110	is adapted as libretto expression																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				imitated as expression|is imitated as expression			http://rdaregistry.info/Elements/e/P20114	is imitated as expression																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				expanded as expression|is expanded as expression			http://rdaregistry.info/Elements/e/P20115	is expanded as expression																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				appendix expression|has appendix expression			http://rdaregistry.info/Elements/e/P20118	has appendix expression																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				freely translated as expression|is freely translated as expression			http://rdaregistry.info/Elements/e/P20119	is freely translated as expression																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				guide expression|has guide expression			http://rdaregistry.info/Elements/e/P20120	has guide expression																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				abridgement of expression|is abridgement of expression			http://rdaregistry.info/Elements/e/P20121	is abridgement of expression																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				abstract of expression|is abstract of expression			http://rdaregistry.info/Elements/e/P20122	is abstract of expression																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				dramatization of expression|is dramatization of expression			http://rdaregistry.info/Elements/e/P20123	is dramatization of expression																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				verse adaptation of expression|is verse adaptation of expression			http://rdaregistry.info/Elements/e/P20124	is verse adaptation of expression																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				motion picture adaptation of expression|is motion picture adaptation of expression			http://rdaregistry.info/Elements/e/P20125	is motion picture adaptation of expression																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				novelization of expression|is novelization of expression			http://rdaregistry.info/Elements/e/P20126	is novelization of expression																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				radio adaptation of expression|is radio adaptation of expression			http://rdaregistry.info/Elements/e/P20127	is radio adaptation of expression																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				television adaptation of expression|is television adaptation of expression			http://rdaregistry.info/Elements/e/P20128	is television adaptation of expression																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				screenplay based on expression|is screenplay based on expression			http://rdaregistry.info/Elements/e/P20129	is screenplay based on expression																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				motion picture screenplay based on expression|is motion picture screenplay based on expression			http://rdaregistry.info/Elements/e/P20130	is motion picture screenplay based on expression																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				television screenplay based on expression|is television screenplay based on expression			http://rdaregistry.info/Elements/e/P20131	is television screenplay based on expression																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				video screenplay based on expression|is video screenplay based on expression			http://rdaregistry.info/Elements/e/P20132	is video screenplay based on expression																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				radio script based on expression|is radio script based on expression			http://rdaregistry.info/Elements/e/P20133	is radio script based on expression																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				video adaptation of expression|is video adaptation of expression			http://rdaregistry.info/Elements/e/P20134	is video adaptation of expression																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				digest of expression|is digest of expression			http://rdaregistry.info/Elements/e/P20135	is digest of expression																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				arrangement of|is arrangement of			http://rdaregistry.info/Elements/e/P20139	is arrangement of																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				free translation of expression|is free translation of expression			http://rdaregistry.info/Elements/e/P20140	is free translation of expression																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				translation of|is translation of			http://rdaregistry.info/Elements/e/P20141	is translation of																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				parodied as expression|is parodied as expression			http://rdaregistry.info/Elements/e/P20142	is parodied as expression																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				part expression|has part expression			http://rdaregistry.info/Elements/e/P20145	has part expression																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				errata to expression|is errata to expression			http://rdaregistry.info/Elements/e/P20146	is errata to expression																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				guide to expression|is guide to expression			http://rdaregistry.info/Elements/e/P20147	is guide to expression																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				illustrations for expression|is illustrations for expression			http://rdaregistry.info/Elements/e/P20148	is illustrations for expression																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				supplement to expression|is supplement to expression			http://rdaregistry.info/Elements/e/P20151	is supplement to expression																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				adaptation of expression|is adaptation of expression			http://rdaregistry.info/Elements/e/P20152	is adaptation of expression																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				adapted as expression|is adapted as expression			http://rdaregistry.info/Elements/e/P20153	is adapted as expression																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				finding aid expression|has finding aid expression			http://rdaregistry.info/Elements/e/P20155	has finding aid expression																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				index expression|has index expression			http://rdaregistry.info/Elements/e/P20156	has index expression																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				screenplay expression|has screenplay expression			http://rdaregistry.info/Elements/e/P20157	has screenplay expression																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				motion picture screenplay expression|has motion picture screenplay expression			http://rdaregistry.info/Elements/e/P20158	has motion picture screenplay expression																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				musical setting of expression|is musical setting of expression			http://rdaregistry.info/Elements/e/P20159	is musical setting of expression																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				radio script expression|has radio script expression			http://rdaregistry.info/Elements/e/P20160	has radio script expression																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				television screenplay expression|has television screenplay expression			http://rdaregistry.info/Elements/e/P20161	has television screenplay expression																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				video screenplay expression|has video screenplay expression			http://rdaregistry.info/Elements/e/P20162	has video screenplay expression																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				libretto expression|has libretto expression			http://rdaregistry.info/Elements/e/P20163	has libretto expression																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				paraphrased as expression|is paraphrased as expression			http://rdaregistry.info/Elements/e/P20164	is paraphrased as expression																																
	710	ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Type of added entry	*				1	Real World Object URI (R)				arranged as|is arranged as			http://rdaregistry.info/Elements/e/P20165	is arranged as																																
